1 _ 1			1 _ 2			1 _ 3		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм
			924,57	181,8768	15,40943			
			924,58	181,8816	15,4096			
			924,59	181,8879	15,4098			
			924,6	181,8919	15,41			
			924,61	181,8951	15,41017			
			924,62	181,9015	15,41033			
			924,63	181,9102	15,4105			
			924,64	181,9197	15,41067			
			924,65	181,9269	15,41083			
			924,66	181,9309	15,411			
			924,67	181,9309	15,41117			
			924,68	181,9301	15,41137			
			924,69	181,9301	15,4115			
			924,7	181,9301	15,41167			
			924,71	181,9324	15,4118			
			924,72	181,9372	15,41197			
			924,73	181,9436	15,41213			
			924,74	181,9507	15,4123			
			924,75	181,9555	15,41247			
			924,76	181,9579	15,41263			
			924,77	181,9619	15,41283			
			924,78	181,9642	15,413			
			924,79	181,9626	15,41317			
			924,8	181,9619	15,41333			
			924,81	181,969	15,4135			
			924,82	181,9841	15,41367			
			924,83	181,996	15,4138			
			924,84	182,0008	15,414			
			924,85	182,0024	15,41417			
			924,86	182,0032	15,41433			
			924,87	182,0064	15,41447			
			924,88	182,0072	15,41463			
			924,89	182,0048	15,41483			
			924,9	182,0024	15,415			
			924,91	182,0032	15,4152			
			924,92	182,0143	15,41537			
			924,93	182,0334	15,4155			
			924,94	182,0493	15,41567			
			924,95	182,0517	15,4158			
			924,96	182,0453	15,41593			
			924,97	182,0413	15,4161			
			924,98	182,0413	15,41627			
			924,99	182,0405	15,4165			
			925	182,0389	15,41667			
			925,01	182,0413	15,41683			
			925,02	182,0517	15,417			
			925,03	182,0652	15,41713			
			925,04	182,0747	15,4173			
			925,05	182,0771	15,41747			
			925,06	182,0771	15,41767			
			925,07	182,0795	15,41783			
			925,08	182,0858	15,418			
			925,09	182,0906	15,41817			
			925,1	182,0946	15,41833			
			925,11	182,097	15,4185			
			925,12	182,1033	15,41863			
			925,13	182,1121	15,4188			
			925,14	182,1176	15,41897			
			925,15	182,1216	15,41913			
			925,16	182,1256	15,4193			
			925,17	182,1288	15,41947			
			925,18	182,1311	15,41963			
			925,19	182,1303	15,41977			
			925,2	182,1264	15,41997			
			925,21	182,124	15,42017			
			925,22	182,124	15,42033			
			925,23	182,1311	15,4205			
			925,24	182,1423	15,42067			
			925,25	182,1534	15,42083			
			925,26	182,1613	15,421			
			925,27	182,1693	15,42117			
			925,28	182,1756	15,42133			
			925,29	182,1796	15,4215			
			925,3	182,1804	15,42163			
			925,31	182,1844	15,4218			
			925,32	182,1884	15,42197			
			925,33	182,1884	15,42213			
			925,34	182,1868	15,4223			
			925,35	182,1891	15,42247			
			925,36	182,1907	15,42263			
			925,37	182,1915	15,4228			
			925,38	182,1963	15,42297			
			925,39	182,2066	15,42313			
			925,4	182,2154	15,42333			
			925,41	182,2201	15,4235			
			925,42	182,2249	15,42367			
			925,43	182,2321	15,42383			
			925,44	182,2408	15,424			
			925,45	182,2472	15,42417			
			925,46	182,2519	15,4243			
			925,47	182,2519	15,42447			
			925,48	182,2511	15,42463			
			925,49	182,2495	15,4248			
			925,5	182,2511	15,425			
			925,51	182,2559	15,42517			
			925,52	182,2607	15,42533			
			925,53	182,2646	15,4255			
			925,54	182,2702	15,42567			
			925,55	182,2805	15,42583			
			925,56	182,2893	15,42597			
			925,57	182,2893	15,42613			
			925,58	182,2877	15,4263			
			925,59	182,2925	15,4265			
			925,6	182,2972	15,42663			
			925,61	182,2964	15,4268			
			925,62	182,2948	15,42697			
			925,63	182,2964	15,42713			
			925,64	182,3012	15,4273			
			925,65	182,3083	15,4275			
			925,66	182,3163	15,42763			
			925,67	182,3195	15,4278			
			925,68	182,3211	15,42797			
			925,69	182,325	15,42813			
			925,7	182,3322	15,4283			
			925,71	182,3386	15,42847			
			925,72	182,3409	15,42863			
			925,73	182,3441	15,4288			
			925,74	182,3505	15,429			
			925,75	182,3568	15,42917			
			925,76	182,3568	15,42933			
			925,77	182,3552	15,4295			
			925,78	182,3616	15,42963			
			925,79	182,3751	15,42977			
			925,8	182,3839	15,42997			
			925,81	182,3846	15,43013			
			925,82	182,3815	15,4303			
			925,83	182,3815	15,43043			
			925,84	182,3886	15,43063			
			925,85	182,4021	15,4308			
			925,86	182,4085	15,43097			
			925,87	182,4061	15,43113			
			925,88	182,4021	15,4313			
			925,89	182,4045	15,4315			
			925,9	182,4117	15,43167			
			925,91	182,4172	15,43183			
			925,92	182,4204	15,432			
			925,93	182,4268	15,43213			
			925,94	182,4315	15,4323			
			925,95	182,4363	15,43247			
			925,96	182,4403	15,43263			
			925,97	182,4419	15,43277			
			925,98	182,4379	15,43297			
			925,99	182,4379	15,43313			
			926	182,4466	15,4333			
			926,01	182,4578	15,4335			
			926,02	182,4609	15,43363			
			926,03	182,4601	15,4338			
			926,04	182,4601	15,43397			
			926,05	182,4665	15,43413			
			926,06	182,4721	15,43433			
			926,07	182,4737	15,4345			
			926,08	182,4737	15,43463			
			926,09	182,48	15,4348			
			926,1	182,4911	15,43497			
			926,11	182,5007	15,43513			
			926,12	182,5054	15,4353			
			926,13	182,5054	15,43547			
			926,14	182,507	15,43563			
			926,15	182,5126	15,4358			
			926,16	182,5237	15,43597			
			926,17	182,5325	15,43613			
			926,18	182,5349	15,4363			
			926,19	182,5325	15,4365			
			926,2	182,5317	15,43663			
			926,21	182,5325	15,4368			
			926,22	182,5372	15,43697			
			926,23	182,546	15,43717			
			926,24	182,5508	15,43733			
			926,25	182,5523	15,4375			
			926,26	182,5523	15,43767			
			926,27	182,5547	15,43783			
			926,28	182,5595	15,43797			
			926,29	182,5635	15,43813			
			926,3	182,5643	15,4383			
			926,31	182,5587	15,4385			
			926,32	182,5508	15,43867			
			926,33	182,546	15,43883			
			926,34	182,5452	15,439			
			926,35	182,546	15,43913			
			926,36	182,5523	15,4393			
			926,37	182,5587	15,43947			
			926,38	182,5611	15,43963			
			926,39	182,5611	15,4398			
			926,4	182,5571	15,43997			
			926,41	182,5484	15,4401			
			926,42	182,5388	15,4403			
			926,43	182,5325	15,44043			
			926,44	182,5317	15,44063			
			926,45	182,5317	15,4408			
			926,46	182,5277	15,44097			
			926,47	182,5213	15,44113			
			926,48	182,5142	15,4413			
			926,49	182,5078	15,44143			
			926,5	182,5007	15,44163			
			926,51	182,488	15,44177			
			926,52	182,4697	15,44197			
			926,53	182,4427	15,44213			
			926,54	182,4156	15,44233			
			926,55	182,3958	15,4425			
			926,56	182,3791	15,44263			
			926,57	182,3521	15,4428			
			926,58	182,31	15,44297			
			926,59	182,2623	15,44313			
			926,6	182,2162	15,4433			
			926,61	182,1732	15,44343			
			926,62	182,1327	15,44363			
			926,63	182,1017	15,44377			
			926,64	182,0771	15,44397			
			926,65	182,0517	15,44413			
			926,66	182,0183	15,4443			
			926,67	181,9841	15,44447			
			926,68	181,9579	15,44463			
			926,69	181,946	15,4448			
			926,7	181,9372	15,44497			
			926,71	181,9237	15,44513			
			926,72	181,9134	15,44527			
			926,73	181,911	15,44547			
			926,74	181,9134	15,44563			
			926,75	181,9126	15,4458			
			926,76	181,9078	15,44597			
			926,77	181,9023	15,44613			
			926,78	181,9054	15,4463			
			926,79	181,9134	15,44647			
			926,8	181,9213	15,44663			
			926,81	181,9237	15,44677			
			926,82	181,9197	15,44697			
			926,83	181,915	15,44713			
			926,84	181,9158	15,4473			
			926,85	181,9269	15,44747			
			926,86	181,942	15,44763			
			926,87	181,9491	15,4478			
			926,88	181,9483	15,44793			
			926,89	181,946	15,44813			
			926,9	181,942	15,4483			
			926,91	181,942	15,4485			
			926,92	181,942	15,44863			
			926,93	181,9444	15,4488			
			926,94	181,9531	15,449			
			926,95	181,9626	15,44917			
			926,96	181,9706	15,4493			
			926,97	181,9778	15,44947			
			926,98	181,9825	15,44963			
			926,99	181,9841	15,44977			
			927	181,9801	15,44997			
			927,01	181,9762	15,45013			
			927,02	181,9754	15,4503			
			927,03	181,9754	15,4505			
			927,04	181,9762	15,45067			
			927,05	181,9778	15,45083			
			927,06	181,9785	15,451			
			927,07	181,9817	15,45117			
			927,08	181,9873	15,4513			
			927,09	181,996	15,45147			
			927,1	182,0048	15,45167			
			927,11	182,0087	15,45183			
			927,12	182,0072	15,452			
			927,13	182,0048	15,45217			
			927,14	182,0024	15,45233			
			927,15	181,996	15,4525			
			927,16	181,9865	15,45263			
			927,17	181,9778	15,45283			
			927,18	181,9778	15,45303			
			927,19	181,9865	15,45317			
			927,2	181,9976	15,45333			
			927,21	182,0048	15,4535			
			927,22	182,0048	15,45363			
			927,23	181,996	15,45383			
			927,24	181,9897	15,45397			
			927,25	181,9921	15,45413			
			927,26	181,9936	15,4543			
			927,27	181,9873	15,45447			
			927,28	181,9754	15,45463			
			927,29	181,9682	15,45477			
			927,3	181,9682	15,45493			
			927,31	181,9714	15,4551			
			927,32	181,9682	15,4553			
			927,33	181,9619	15,45547			
			927,34	181,9603	15,45563			
			927,35	181,965	15,4558			
			927,36	181,973	15,45597			
			927,37	181,9801	15,45617			
			927,38	181,9865	15,4563			
			927,39	181,9897	15,45647			
			927,4	181,9913	15,45663			
			927,41	181,9913	15,45683			
			927,42	181,9913	15,45697			
			927,43	181,9921	15,45713			
			927,44	181,9921	15,4573			
			927,45	181,9913	15,45747			
			927,46	181,9873	15,45763			
			927,47	181,9865	15,4578			
			927,48	181,9873	15,45797			
			927,49	181,9889	15,45817			
			927,5	181,9873	15,45833			
			927,51	181,9865	15,4585			
			927,52	181,9873	15,4587			
			927,53	181,9849	15,4588			
			927,54	181,9801	15,459			
			927,55	181,9778	15,45917			
			927,56	181,9785	15,45933			
			927,57	181,9841	15,4595			
			927,58	181,9873	15,45967			
			927,59	181,9889	15,45983			
			927,6	181,9889	15,45997			
			927,61	181,9889	15,4601			
			927,62	181,9897	15,4603			
			927,63	181,9913	15,46047			
			927,64	181,9921	15,46063			
			927,65	181,9952	15,4608			
			927,66	181,9984	15,46097			
			927,67	181,996	15,46113			
			927,68	181,9897	15,46133			
			927,69	181,9849	15,4615			
			927,7	181,9865	15,46163			
			927,71	181,9897	15,46183			
			927,72	181,9952	15,46197			
			927,73	181,9984	15,46213			
			927,74	182,0008	15,4623			
			927,75	182,0032	15,46243			
			927,76	182,0064	15,46263			
			927,77	182,0095	15,4628			
			927,78	182,0159	15,46297			
			927,79	182,0207	15,46313			
			927,8	182,0183	15,46333			
			927,81	182,0095	15,46347			
			927,82	182,0072	15,46363			
			927,83	182,0119	15,4638			
			927,84	182,0199	15,46397			
			927,85	182,0246	15,46413			
			927,86	182,0302	15,4643			
			927,87	182,0342	15,46447			
			927,88	182,0334	15,46467			
			927,89	182,027	15,46483			
			927,9	182,0246	15,465			
			927,91	182,0254	15,46517			
			927,92	182,0294	15,4653			
			927,93	182,0318	15,46547			
			927,94	182,0358	15,46563			
			927,95	182,0389	15,4658			
			927,96	182,0381	15,46597			
			927,97	182,0334	15,46617			
			927,98	182,0294	15,46633			
			927,99	182,027	15,4665			
			928	182,023	15,46663			
			928,01	182,023	15,4668			
			928,02	182,0222	15,46697			
			928,03	182,023	15,46713			
			928,04	182,0246	15,4673			
			928,05	182,027	15,4675			
			928,06	182,0278	15,46767			
			928,07	182,0294	15,46783			
			928,08	182,0334	15,46797			
			928,09	182,0381	15,46813			
			928,1	182,0429	15,4683			
			928,11	182,0453	15,46847			
			928,12	182,0453	15,46863			
			928,13	182,0429	15,46883			
			928,14	182,0389	15,46897			
			928,15	182,0389	15,46917			
			928,16	182,0381	15,4693			
			928,17	182,0342	15,46947			
			928,18	182,0334	15,46963			
			928,19	182,0389	15,4698			
			928,2	182,0477	15,46997			
			928,21	182,054	15,47017			
			928,22	182,058	15,47033			
			928,23	182,0628	15,47047			
			928,24	182,0628	15,47063			
			928,25	182,0628	15,4708			
			928,26	182,0628	15,47097			
			928,27	182,0612	15,47113			
			928,28	182,0604	15,4713			
			928,29	182,0612	15,47147			
			928,3	182,0636	15,47163			
			928,31	182,0628	15,4718			
			928,32	182,054	15,47197			
			928,33	182,0477	15,47213			
			928,34	182,0517	15,4723			
			928,35	182,0628	15,47247			
			928,36	182,0723	15,47267			
			928,37	182,0723	15,47283			
			928,38	182,0652	15,47297			
			928,39	182,0612	15,47313			
			928,4	182,066	15,4733			
			928,41	182,0747	15,47343			
			928,42	182,0811	15,4736			
			928,43	182,0827	15,47377			
			928,44	182,0835	15,47397			
			928,45	182,085	15,47417			
			928,46	182,0811	15,47433			
			928,47	182,0771	15,4745			
			928,48	182,0771	15,47463			
			928,49	182,0771	15,47483			
			928,5	182,0763	15,47497			
			928,51	182,0763	15,47513			
			928,52	182,0787	15,4753			
			928,53	182,0811	15,47547			
			928,54	182,0827	15,47563			
			928,55	182,085	15,4758			
			928,56	182,0858	15,47597			
			928,57	182,085	15,47613			
			928,58	182,0835	15,4763			
			928,59	182,0835	15,47647			
			928,6	182,0858	15,47663			
			928,61	182,0882	15,47677			
			928,62	182,0898	15,47697			
			928,63	182,0858	15,47713			
			928,64	182,0795	15,47733			
			928,65	182,0763	15,4775			
			928,66	182,0795	15,47763			
			928,67	182,0858	15,47783			
			928,68	182,0922	15,478			
			928,69	182,0962	15,47817			
			928,7	182,097	15,47837			
			928,71	182,097	15,47853			
			928,72	182,0985	15,47867			
			928,73	182,1017	15,47883			
			928,74	182,1017	15,47897			
			928,75	182,097	15,47913			
			928,76	182,0898	15,4793			
			928,77	182,085	15,4795			
			928,78	182,0811	15,4797			
			928,79	182,0787	15,47987			
			928,8	182,0811	15,48			
			928,81	182,0882	15,48017			
			928,82	182,0993	15,4803			
			928,83	182,1105	15,4805			
			928,84	182,1144	15,48063			
			928,85	182,1105	15,48083			
			928,86	182,1033	15,481			
			928,87	182,0993	15,48117			
			928,88	182,1033	15,48133			
			928,89	182,1041	15,4815			
			928,9	182,1017	15,48167			
			928,91	182,0985	15,48183			
			928,92	182,1041	15,482			
			928,93	182,1168	15,48217			
			928,94	182,128	15,48233			
			928,95	182,1303	15,4825			
			928,96	182,1264	15,48263			
			928,97	182,1232	15,48277			
			928,98	182,1176	15,48297			
			928,99	182,1121	15,48313			
			929	182,1065	15,4833			
			929,01	182,1081	15,48347			
			929,02	182,1129	15,48363			
			929,03	182,1152	15,48383			
			929,04	182,1129	15,48397			
			929,05	182,1144	15,48413			
			929,06	182,1208	15,4843			
			929,07	182,1264	15,48447			
			929,08	182,128	15,48463			
			929,09	182,1256	15,4848			
			929,1	182,124	15,48497			
			929,11	182,1264	15,48517			
			929,12	182,1303	15,4853			
			929,13	182,1288	15,4855			
			929,14	182,128	15,48567			
			929,15	182,1288	15,48583			
			929,16	182,1311	15,48597			
			929,17	182,1311	15,48617			
			929,18	182,1288	15,4863			
			929,19	182,1311	15,48647			
			929,2	182,1399	15,48663			
			929,21	182,1478	15,48677			
			929,22	182,1462	15,48693			
			929,23	182,1399	15,4871			
			929,24	182,1351	15,4873			
			929,25	182,1351	15,48747			
			929,26	182,1391	15,48763			
			929,27	182,1399	15,4878			
			929,28	182,1375	15,48797			
			929,29	182,1367	15,48813			
			929,3	182,1399	15,48833			
			929,31	182,1415	15,4885			
			929,32	182,1399	15,48863			
			929,33	182,1351	15,48883			
			929,34	182,1367	15,489			
			929,35	182,1423	15,48913			
			929,36	182,1462	15,48933			
			929,37	182,1423	15,4895			
			929,38	182,1391	15,48967			
			929,39	182,1391	15,4898			
			929,4	182,1415	15,49			
			929,41	182,1415	15,49017			
			929,42	182,1375	15,49033			
			929,43	182,1351	15,49047			
			929,44	182,1399	15,49063			
			929,45	182,1478	15,49083			
			929,46	182,151	15,491			
			929,47	182,1502	15,49117			
			929,48	182,151	15,4913			
			929,49	182,155	15,4915			
			929,5	182,1534	15,49167			
			929,51	182,1478	15,49183			
			929,52	182,1438	15,492			
			929,53	182,1438	15,49213			
			929,54	182,1486	15,4923			
			929,55	182,1534	15,4925			
			929,56	182,1558	15,49263			
			929,57	182,1582	15,49283			
			929,58	182,1582	15,49297			
			929,59	182,1613	15,49317			
			929,6	182,1613	15,49333			
			929,61	182,1558	15,4935			
			929,62	182,1534	15,49367			
			929,63	182,1558	15,4938			
			929,64	182,1621	15,49397			
			929,65	182,1661	15,49417			
			929,66	182,1709	15,4943			
			929,67	182,1709	15,4945			
			929,68	182,1685	15,49467			
			929,69	182,1661	15,49483			
			929,7	182,1669	15,495			
			929,71	182,1732	15,49517			
			929,72	182,1844	15,49537			
			929,73	182,1939	15,4955			
			929,74	182,1963	15,49567			
			929,75	182,1955	15,4958			
			929,76	182,1907	15,49597			
			929,77	182,1868	15,49613			
			929,78	182,1844	15,49633			
			929,79	182,1868	15,49647			
			929,8	182,186	15,49663			
			929,81	182,1804	15,4968			
			929,82	182,1804	15,49697			
			929,83	182,1828	15,49713			
			929,84	182,1868	15,4973			
			929,85	182,1884	15,4975			
			929,86	182,1915	15,49767			
			929,87	182,1963	15,49787			
			929,88	182,2043	15,498			
			929,89	182,2066	15,49817			
			929,9	182,2019	15,49833			
			929,91	182,1939	15,4985			
			929,92	182,1915	15,49863			
			929,93	182,1915	15,4988			
			929,94	182,1931	15,49897			
			929,95	182,1931	15,49913			
			929,96	182,1915	15,4993			
			929,97	182,1931	15,49947			
			929,98	182,1979	15,49963			
			929,99	182,2019	15,4998			
			930	182,2003	15,49997			
			930,01	182,2003	15,50013			
			930,02	182,2043	15,50033			
			930,03	182,205	15,5005			
			930,04	182,2027	15,5007			
			930,05	182,1979	15,50083			
			930,06	182,1995	15,50097			
			930,07	182,205	15,50113			
			930,08	182,213	15,5013			
			930,09	182,213	15,50147			
			930,1	182,209	15,50163			
			930,11	182,2043	15,50183			
			930,12	182,1995	15,50203			
			930,13	182,1963	15,50217			
			930,14	182,1995	15,50233			
			930,15	182,2027	15,50247			
			930,16	182,2043	15,50263			
			930,17	182,2003	15,5028			
			930,18	182,1915	15,50297			
			930,19	182,1828	15,50313			
			930,2	182,1772	15,5033			
			930,21	182,1748	15,50347			
			930,22	182,1725	15,50363			
			930,23	182,1693	15,5038			
			930,24	182,1661	15,50397			
			930,25	182,1574	15,50413			
			930,26	182,1415	15,5043			
			930,27	182,1216	15,50447			
			930,28	182,1041	15,50463			
			930,29	182,0922	15,5048			
			930,3	182,0787	15,50497			
			930,31	182,0588	15,50517			
			930,32	182,0334	15,5053			
			930,33	182,0008	15,50547			
			930,34	181,969	15,50567			
			930,35	181,938	15,50583			
			930,36	181,9054	15,50603			
			930,37	181,8633	15,50617			
			930,38	181,8212	15,50633			
			930,39	181,7846	15,5065			
			930,4	181,7513	15,50667			
			930,41	181,7226	15,50683			
			930,42	181,6996	15,507			
			930,43	181,6837	15,50717			
			930,44	181,675	15,50733			
			930,45	181,6686	15,5075			
			930,46	181,6638	15,50767			
			930,47	181,6591	15,5078			
			930,48	181,6591	15,50797			
			930,49	181,6638	15,50813			
			930,5	181,6678	15,5083			
			930,51	181,6654	15,50847			
			930,52	181,6638	15,50863			
			930,53	181,671	15,50883			
			930,54	181,6821	15,509			
			930,55	181,6877	15,50917			
			930,56	181,6877	15,50933			
			930,57	181,6924	15,5095			
			930,58	181,698	15,50963			
			930,59	181,7044	15,5098			
