"1 _ 1 +23",,,"1 _ 1 _10",,,"1 _ 2 +35",,
"Время","Сила","Ход","Время","Сила","Ход","Время","Сила","Ход"
"сек","Н","мм","сек","Н","мм","сек","Н","мм"
"61,48","92,68999","61,46814","61,48","75,1249","61,46843","61,48","79,22968","61,4684"
"61,49","92,70271","61,4781","61,49","75,13523","61,4781","61,49","79,2408","61,47847"
"61,5","92,7178","61,4883","61,5","75,14238","61,48793","61,5","79,24159","61,4886"
"61,51","92,72734","61,49857","61,51","75,14874","61,49807","61,51","79,23603","61,49867"
"61,52","92,7337","61,50863","61,52","75,15589","61,5084","61,52","79,23444","61,5085"
"61,53","92,74245","61,5186","61,53","75,16543","61,51863","61,53","79,24954","61,51817"
"61,54","92,75674","61,52853","61,54","75,17894","61,52877","61,54","79,271","61,528"
"61,55","92,77423","61,5384","61,55","75,19245","61,5387","61,55","79,28451","61,53803"
"61,56","92,79013","61,5483","61,56","75,19801","61,54844","61,56","79,2861","61,54827"
"61,57","92,79887","61,55824","61,57","75,19404","61,55817","61,57","79,28451","61,55853"
"61,58","92,80602","61,56837","61,58","75,19006","61,56797","61,58","79,29246","61,5687"
"61,59","92,81794","61,5786","61,59","75,19643","61,57803","61,59","79,30835","61,57883"
"61,6","92,83463","61,58863","61,6","75,20914","61,58837","61,6","79,31789","61,58873"
"61,61","92,84576","61,59857","61,61","75,22106","61,59853","61,61","79,31551","61,5984"
"61,62","92,84814","61,60843","61,62","75,22821","61,6086","61,62","79,30437","61,608"
"61,63","92,84814","61,61834","61,63","75,2298","61,61867","61,63","79,3012","61,6179"
"61,64","92,85609","61,62827","61,64","75,23378","61,62847","61,64","79,31312","61,6281"
"61,65","92,87278","61,63823","61,65","75,24809","61,63823","61,65","79,33537","61,6384"
"61,66","92,88708","61,6483","61,66","75,26556","61,64803","61,66","79,35286","61,6486"
"61,67","92,89742","61,65854","61,67","75,27431","61,658","61,67","79,35524","61,65873"
"61,68","92,90933","61,66867","61,68","75,27431","61,66824","61,68","79,3465","61,66863"
"61,69","92,92046","61,6786","61,69","75,27193","61,6785","61,69","79,33935","61,67837"
"61,7","92,92921","61,68843","61,7","75,27431","61,68867","61,7","79,34014","61,68813"
"61,71","92,94033","61,69823","61,71","75,28146","61,6988","61,71","79,34729","61,698"
"61,72","92,95702","61,70813","61,72","75,291","61,70867","61,72","79,35365","61,7081"
"61,73","92,97371","61,71807","61,73","75,29736","61,71833","61,73","79,36001","61,71827"
"61,74","92,97689","61,72807","61,74","75,30133","61,72803","61,74","79,36954","61,7284"
"61,75","92,97689","61,7383","61,75","75,3045","61,7379","61,75","79,39101","61,73857"
"61,76","92,98404","61,74857","61,76","75,31087","61,74797","61,76","79,41564","61,74863"
"61,77","92,99914","61,75867","61,77","75,32676","61,75834","61,77","79,43153","61,75843"
"61,78","93,01901","61,76863","61,78","75,34425","61,76857","61,78","79,42915","61,76823"
"61,79","93,03252","61,77847","61,79","75,35139","61,77867","61,79","79,41802","61,77807"
"61,8","93,03967","61,7883","61,8","75,34663","61,78864","61,8","79,41564","61,7881"
"61,81","93,04682","61,79827","61,81","75,34265","61,79847","61,81","79,42597","61,79833"
"61,82","93,06033","61,80813","61,82","75,3506","61,8082","61,82","79,44107","61,80853"
"61,83","93,07703","61,81817","61,83","75,36888","61,818","61,83","79,45379","61,81863"
"61,84","93,09053","61,8284","61,84","75,38637","61,82797","61,84","79,46173","61,82874"
"61,85","93,09292","61,8386","61,85","75,3959","61,83823","61,85","79,46333","61,8386"
"61,86","93,08815","61,84857","61,86","75,39987","61,8485","61,86","79,46412","61,8483"
"61,87","93,08815","61,8584","61,87","75,40465","61,85867","61,87","79,47047","61,858"
"61,88","93,09531","61,86817","61,88","75,41338","61,8687","61,88","79,47763","61,86797"
"61,89","93,10643","61,8781","61,89","75,42133","61,8786","61,89","79,4816","61,8781"
"61,9","93,11358","61,8881","61,9","75,4269","61,88827","61,9","79,48319","61,88833"
"61,91","93,11755","61,89813","61,91","75,42769","61,89797","61,91","79,48875","61,89843"
"61,92","93,12471","61,90833","61,92","75,43166","61,90797","61,92","79,49988","61,90863"
"61,93","93,1406","61,91857","61,93","75,4412","61,9182","61,93","79,51101","61,9186"
"61,94","93,16286","61,92857","61,94","75,45709","61,92843","61,94","79,51895","61,9283"
"61,95","93,18352","61,9384","61,95","75,4722","61,93857","61,95","79,51974","61,93807"
"61,96","93,19147","61,94827","61,96","75,47935","61,94873","61,96","79,52372","61,9479"
"61,97","93,19147","61,9582","61,97","75,48094","61,95867","61,97","79,53008","61,95803"
"61,98","93,19147","61,96817","61,98","75,48332","61,96837","61,98","79,53962","61,96837"
"61,99","93,2018","61,9781","61,99","75,48809","61,978","61,99","79,55154","61,97853"
"62","93,22087","61,98833","62","75,49286","61,98787","62","79,56187","61,9887"
"62,01","93,23676","61,99857","62,01","75,49286","61,99797","62,01","79,56664","61,9988"
"62,02","93,24869","62,00863","62,02","75,49445","62,00823","62,02","79,56743","62,00857"
"62,03","93,25663","62,0186","62,03","75,49921","62,01847","62,03","79,57061","62,01823"
"62,04","93,26219","62,02843","62,04","75,50875","62,02863","62,04","79,58174","62,02797"
"62,05","93,27094","62,0383","62,05","75,51749","62,03864","62,05","79,59366","62,03803"
"62,06","93,28445","62,04823","62,06","75,52465","62,04847","62,06","79,59843","62,04827"
"62,07","93,29796","62,05817","62,07","75,53498","62,0582","62,07","79,6024","62,05857"
"62,08","93,30829","62,06827","62,08","75,54213","62,068","62,08","79,61115","62,0687"
"62,09","93,31783","62,0785","62,09","75,54213","62,07807","62,09","79,61989","62,0788"
"62,1","93,33292","62,0886","62,1","75,54372","62,0884","62,1","79,62465","62,0887"
"62,11","93,34882","62,0986","62,11","75,55564","62,0986","62,11","79,62306","62,09837"
"62,12","93,35597","62,10843","62,12","75,57313","62,10867","62,12","79,62068","62,108"
"62,13","93,352","62,1182","62,13","75,58187","62,1187","62,13","79,61829","62,1179"
"62,14","93,34644","62,12814","62,14","75,58504","62,12857","62,14","79,62465","62,12817"
"62,15","93,34882","62,13813","62,15","75,59061","62,13827","62,15","79,64134","62,13844"
"62,16","93,36074","62,14827","62,16","75,60014","62,148","62,16","79,66042","62,14853"
"62,17","93,37663","62,15857","62,17","75,61127","62,15797","62,17","79,67472","62,1587"
"62,18","93,39412","62,16874","62,18","75,61763","62,16817","62,18","79,68744","62,16867"
"62,19","93,41002","62,17877","62,19","75,61842","62,17847","62,19","79,69538","62,17843"
"62,2","93,42273","62,1885","62,2","75,62081","62,18867","62,2","79,69698","62,18817"
"62,21","93,43227","62,1983","62,21","75,62796","62,19877","62,21","79,69538","62,19803"
"62,22","93,44339","62,20823","62,22","75,6367","62,20873","62,22","79,69936","62,20817"
"62,23","93,45293","62,21817","62,23","75,63909","62,2184","62,23","79,71207","62,21843"
"62,24","93,4569","62,22813","62,24","75,63829","62,22807","62,24","79,72638","62,22857"
"62,25","93,45929","62,2383","62,25","75,63591","62,23793","62,25","79,73671","62,2387"
"62,26","93,46564","62,24857","62,26","75,6367","62,248","62,26","79,73989","62,24867"
"62,27","93,47757","62,25867","62,27","75,64227","62,2583","62,27","79,73989","62,25843"
"62,28","93,49902","62,26863","62,28","75,65578","62,2685","62,28","79,73989","62,26817"
"62,29","93,5181","62,27843","62,29","75,67168","62,2787","62,29","79,73989","62,27797"
"62,3","93,52843","62,28827","62,3","75,6828","62,28873","62,3","79,74783","62,28797"
"62,31","93,53082","62,2982","62,31","75,67883","62,29847","62,31","79,76214","62,29823"
"62,32","93,53796","62,3081","62,32","75,67247","62,3082","62,32","79,77565","62,3085"
"62,33","93,55307","62,31817","62,33","75,67883","62,31807","62,33","79,78042","62,31867"
"62,34","93,56499","62,32837","62,34","75,69869","62,32813","62,34","79,77962","62,32877"
"62,35","93,56976","62,33847","62,35","75,71856","62,33837","62,35","79,78281","62,33863"
"62,36","93,57373","62,34847","62,36","75,7289","62,34853","62,36","79,79075","62,34827"
"62,37","93,58327","62,35833","62,37","75,73446","62,35857","62,37","79,79631","62,35793"
"62,38","93,59439","62,36823","62,38","75,73763","62,36863","62,38","79,80665","62,36787"
"62,39","93,60472","62,37823","62,39","75,744","62,37847","62,39","79,81857","62,37803"
"62,4","93,61029","62,3882","62,4","75,75353","62,38813","62,4","79,82731","62,38833"
"62,41","93,61823","62,39824","62,41","75,76386","62,39793","62,41","79,83128","62,39853"
"62,42","93,62936","62,40847","62,42","75,76624","62,40793","62,42","79,83366","62,4088"
"62,43","93,64128","62,41863","62,43","75,76863","62,4182","62,43","79,83605","62,41877"
"62,44","93,6524","62,42863","62,44","75,78214","62,42843","62,44","79,83446","62,4284"
"62,45","93,66751","62,4384","62,45","75,8028","62,4386","62,45","79,83605","62,4381"
"62,46","93,6834","62,44823","62,46","75,8179","62,44877","62,46","79,84241","62,448"
"62,47","93,69294","62,45817","62,47","75,82029","62,45867","62,47","79,85194","62,4581"
"62,48","93,6993","62,46817","62,48","75,81155","62,46837","62,48","79,86069","62,46837"
"62,49","93,71042","62,47813","62,49","75,80042","62,47803","62,49","79,86307","62,47853"
"62,5","93,7287","62,48833","62,5","75,79962","62,4879","62,5","79,86307","62,48863"
"62,51","93,74142","62,49854","62,51","75,80916","62,49807","62,51","79,86466","62,49863"
"62,52","93,7438","62,5086","62,52","75,82426","62,50834","62,52","79,8742","62,50847"
"62,53","93,7438","62,51847","62,53","75,83221","62,5185","62,53","79,89009","62,51817"
"62,54","93,74698","62,52827","62,54","75,84016","62,52867","62,54","79,90281","62,52794"
"62,55","93,75572","62,53814","62,55","75,84969","62,5386","62,55","79,90758","62,53793"
"62,56","93,76923","62,5481","62,56","75,8632","62,54844","62,56","79,90996","62,5482"
"62,57","93,78671","62,5581","62,57","75,87671","62,55817","62,57","79,91473","62,55853"
"62,58","93,80261","62,56817","62,58","75,88148","62,568","62,58","79,92426","62,56873"
"62,59","93,81374","62,57847","62,59","75,8783","62,57803","62,59","79,93539","62,57877"
"62,6","93,82327","62,58863","62,6","75,87592","62,58827","62,6","79,94175","62,5886"
"62,61","93,83599","62,59863","62,61","75,88387","62,59847","62,61","79,94572","62,5983"
"62,62","93,8503","62,6085","62,62","75,90373","62,60854","62,62","79,9489","62,60793"
"62,63","93,86381","62,61837","62,63","75,9236","62,61863","62,63","79,95526","62,61787"
"62,64","93,86778","62,62823","62,64","75,93234","62,62847","62,64","79,96559","62,62817"
"62,65","93,86619","62,6382","62,65","75,93314","62,6382","62,65","79,9799","62,63847"
"62,66","93,86539","62,6483","62,66","75,93234","62,64803","62,66","79,99341","62,64857"
"62,67","93,87254","62,6585","62,67","75,93871","62,65804","62,67","79,99976","62,6587"
"62,68","93,88844","62,6687","62,68","75,94824","62,6682","62,68","79,99818","62,66863"
"62,69","93,90354","62,6787","62,69","75,9546","62,67847","62,69","79,99976","62,6784"
"62,7","93,91308","62,68843","62,7","75,95698","62,6886","62,7","80,0093","62,68813"
"62,71","93,92103","62,69827","62,71","75,95698","62,69873","62,71","80,01566","62,69803"
"62,72","93,93056","62,7082","62,72","75,96016","62,70873","62,72","80,01725","62,70817"
"62,73","93,94408","62,71814","62,73","75,97128","62,71847","62,73","80,01963","62,71843"
"62,74","93,95599","62,7281","62,74","75,98877","62,7281","62,74","80,02679","62,72853"
"62,75","93,96632","62,73837","62,75","76,00149","62,73797","62,75","80,03632","62,73863"
"62,76","93,97586","62,7486","62,76","76,00149","62,74804","62,76","80,04427","62,74863"
"62,77","93,9846","62,75863","62,77","76,00228","62,75834","62,77","80,05222","62,75847"
"62,78","93,99096","62,76854","62,78","76,01182","62,76854","62,78","80,06096","62,7682"
"62,79","93,99414","62,77837","62,79","76,0285","62,7787","62,79","80,06573","62,778"
"62,8","94,0005","62,78823","62,8","76,04043","62,78867","62,8","80,06573","62,788"
"62,81","94,01083","62,79817","62,81","76,0452","62,79844","62,81","80,06891","62,79823"
"62,82","94,02513","62,8081","62,82","76,04758","62,80817","62,82","80,07845","62,80853"
"62,83","94,03785","62,81823","62,83","76,04996","62,81804","62,83","80,08719","62,81867"
"62,84","94,04977","62,82853","62,84","76,0603","62,8281","62,84","80,08719","62,82877"
"62,85","94,06328","62,83867","62,85","76,07381","62,83833","62,85","80,08957","62,83867"
"62,86","94,07838","62,84857","62,86","76,08334","62,84853","62,86","80,10706","62,8483"
"62,87","94,08951","62,85843","62,87","76,08255","62,8586","62,87","80,12851","62,858"
"62,88","94,09428","62,86837","62,88","76,0746","62,86867","62,88","80,14361","62,8679"
"62,89","94,09507","62,87827","62,89","76,07142","62,87857","62,89","80,14361","62,87814"
"62,9","94,09904","62,88817","62,9","76,07619","62,88827","62,9","80,13646","62,8884"
"62,91","94,11017","62,89824","62,91","76,08732","62,898","62,91","80,13407","62,89857"
"62,92","94,12209","62,90847","62,92","76,09924","62,908","62,92","80,13963","62,9087"
"62,93","94,13084","62,9187","62,93","76,10798","62,91817","62,93","80,15235","62,91857"
"62,94","94,13878","62,92867","62,94","76,11593","62,92847","62,94","80,16348","62,92827"
"62,95","94,14673","62,9384","62,95","76,12626","62,93873","62,95","80,16984","62,9381"
"62,96","94,15547","62,94823","62,96","76,13977","62,94887","62,96","80,17222","62,94803"
"62,97","94,1658","62,9581","62,97","76,15089","62,95877","62,97","80,1754","62,95817"
"62,98","94,17693","62,96803","62,98","76,15646","62,96843","62,98","80,18652","62,9684"
"62,99","94,18806","62,97803","62,99","76,15884","62,97803","62,99","80,2048","62,97857"
"63","94,19521","62,98827","63","76,16202","62,98787","63","80,2199","62,9887"
"63,01","94,20236","62,99847","63,01","76,16759","62,99793","63,01","80,2215","62,99873"
"63,02","94,21349","63,00857","63,02","76,17474","63,00824","63,02","80,21752","63,00847"
"63,03","94,22858","63,01857","63,03","76,1795","63,01837","63,03","80,2199","63,01817"
"63,04","94,2421","63,02843","63,04","76,18188","63,02853","63,04","80,22865","63,028"
"63,05","94,25163","63,03833","63,05","76,18109","63,0386","63,05","80,2358","63,038"
"63,06","94,26038","63,04823","63,06","76,18188","63,04847","63,06","80,23818","63,04827"
"63,07","94,27468","63,0581","63,07","76,19063","63,05817","63,07","80,23739","63,05853"
"63,08","94,29375","63,06823","63,08","76,20176","63,068","63,08","80,23739","63,0687"
"63,09","94,30727","63,07847","63,09","76,21368","63,078","63,09","80,24216","63,0787"
"63,1","94,31601","63,08857","63,1","76,22481","63,08823","63,1","80,25407","63,08857"
"63,11","94,32555","63,09853","63,11","76,24229","63,0984","63,11","80,26521","63,0983"
"63,12","94,3327","63,1084","63,12","76,25977","63,10857","63,12","80,26918","63,10797"
"63,13","94,33428","63,11823","63,13","76,26931","63,11863","63,13","80,27156","63,11787"
"63,14","94,33746","63,12817","63,14","76,26852","63,12847","63,14","80,2803","63,12797"
"63,15","94,35018","63,13813","63,15","76,26057","63,1382","63,15","80,2962","63,13823"
"63,16","94,36845","63,14824","63,16","76,2558","63,148","63,16","80,31368","63,1485"
"63,17","94,3772","63,15847","63,17","76,25977","63,15807","63,17","80,32561","63,1587"
"63,18","94,37959","63,16863","63,18","76,26852","63,16827","63,18","80,33276","63,16867"
"63,19","94,38356","63,1786","63,19","76,27567","63,17847","63,19","80,33276","63,1784"
"63,2","94,39706","63,18837","63,2","76,2852","63,18863","63,2","80,32957","63,18813"
"63,21","94,41058","63,19823","63,21","76,29792","63,19877","63,21","80,32957","63,198"
"63,22","94,41932","63,2081","63,22","76,30904","63,2087","63,22","80,33911","63,2081"
"63,23","94,42648","63,2181","63,23","76,3162","63,2183","63,23","80,34627","63,21837"
"63,24","94,43601","63,22813","63,24","76,32018","63,22794","63,24","80,34388","63,22853"
"63,25","94,44714","63,23833","63,25","76,32256","63,23787","63,25","80,33911","63,23863"
"63,26","94,46065","63,2486","63,26","76,32732","63,24797","63,26","80,3415","63,2487"
"63,27","94,47416","63,2587","63,27","76,33845","63,25827","63,27","80,35501","63,2585"
"63,28","94,48449","63,26863","63,28","76,35673","63,26857","63,28","80,36852","63,26823"
"63,29","94,49005","63,2785","63,29","76,37421","63,27873","63,29","80,37329","63,27803"
"63,3","94,50117","63,28827","63,3","76,37659","63,2887","63,3","80,37329","63,28803"
"63,31","94,51707","63,2982","63,31","76,37183","63,29847","63,31","80,37965","63,2983"
"63,32","94,52979","63,30817","63,32","76,3774","63,30824","63,32","80,39793","63,30857"
"63,33","94,53615","63,3183","63,33","76,39647","63,3181","63,33","80,42017","63,3187"
"63,34","94,53694","63,32857","63,34","76,41474","63,32807","63,34","80,43369","63,3288"
"63,35","94,54092","63,33863","63,35","76,41951","63,33833","63,35","80,4313","63,33863"
"63,36","94,54965","63,34857","63,36","76,41474","63,34857","63,36","80,42574","63,34827"
"63,37","94,56396","63,3584","63,37","76,41077","63,35867","63,37","80,42415","63,3579"
"63,38","94,57986","63,36823","63,38","76,4203","63,3688","63,38","80,43289","63,3679"
"63,39","94,59258","63,3782","63,39","76,43938","63,37867","63,39","80,44878","63,3781"
"63,4","94,60131","63,38817","63,4","76,44891","63,38837","63,4","80,4623","63,3884"
"63,41","94,60608","63,39824","63,41","76,44812","63,39807","63,41","80,46706","63,39853"
