"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
"21,13","20,00332","21,118","3,343","21,13","20,59778","21,11823","3,474","21,13","36,5599","21,11797","0,176","21,13","28,05471","21,1186","5,967","21,13","29,99624","21,11793","5,716","21,13","29,71649","21,11847","5,868001","21,13","29,77212","21,1183","5,695","21,13","29,7006","21,1184","5,753"
"21,14","20,00729","21,12823","3,345","21,14","20,61208","21,1285","3,476","21,14","36,56944","21,12813","0,176","21,14","28,07697","21,12873","5,97","21,14","29,99941","21,12823","5,718","21,14","29,72762","21,12867","5,87","21,14","29,77689","21,12853","5,697001","21,14","29,71331","21,12857","5,756"
"21,15","20,01047","21,13853","3,346","21,15","20,62718","21,13863","3,477","21,15","36,56705","21,1384","0,177","21,15","28,09525","21,13867","5,972","21,15","30,0018","21,13847","5,721","21,15","29,74272","21,13877","5,873","21,15","29,78643","21,13863","5,7","21,15","29,71888","21,13857","5,759"
"21,16","20,01683","21,14867","3,348","21,16","20,63433","21,1488","3,479","21,16","36,56308","21,14853","0,178","21,16","28,10637","21,14847","5,975","21,16","30,01451","21,1486","5,723","21,16","29,75384","21,14863","5,876","21,16","29,79755","21,14863","5,702","21,16","29,72523","21,14867","5,761"
"21,17","20,02319","21,15877","3,35","21,17","20,63672","21,15873","3,48","21,17","36,56546","21,15873","0,179","21,17","28,10955","21,15813","5,977","21,17","30,03518","21,15863","5,726","21,17","29,75623","21,15833","5,879","21,17","29,80789","21,1585","5,705","21,17","29,73636","21,15857","5,764"
"21,18","20,02796","21,16863","3,351","21,18","20,64308","21,1684","3,482","21,18","36,57818","21,1687","0,18","21,18","28,11591","21,1679","5,98","21,18","30,05028","21,16853","5,728","21,18","29,761","21,16813","5,882","21,18","29,81981","21,16817","5,708","21,18","29,75384","21,1683","5,767"
"21,19","20,03193","21,17827","3,353","21,19","20,65182","21,17803","3,484","21,19","36,59407","21,1784","0,18","21,19","28,12862","21,17793","5,983","21,19","30,05028","21,17837","5,731","21,19","29,7761","21,17807","5,885","21,19","29,82855","21,17797","5,711","21,19","29,77053","21,17803","5,77"
"21,2","20,03511","21,18793","3,354","21,2","20,6542","21,1879","3,485","21,2","36,60123","21,18803","0,18","21,2","28,14213","21,1882","5,985","21,2","30,04789","21,18817","5,734","21,2","29,79994","21,18817","5,887","21,2","29,8357","21,188","5,713","21,2","29,78086","21,18803","5,773"
"21,21","20,04305","21,19783","3,356","21,21","20,65261","21,19793","3,487","21,21","36,59884","21,19783","0,181","21,21","28,1477","21,1984","5,988","21,21","30,05902","21,19807","5,737","21,21","29,8214","21,19843","5,89","21,21","29,8508","21,19823","5,716","21,21","29,77928","21,1982","5,775"
"21,22","20,05259","21,20797","3,357","21,22","20,6542","21,20817","3,488","21,22","36,5901","21,20793","0,182","21,22","28,14929","21,20857","5,99","21,22","30,07809","21,2082","5,74","21,22","29,82855","21,2086","5,893","21,22","29,87544","21,2084","5,719","21,22","29,78086","21,20843","5,778"
"21,23","20,06451","21,2183","3,359","21,23","20,66294","21,21837","3,49","21,23","36,58772","21,21823","0,183","21,23","28,15405","21,21863","5,993001","21,23","30,09399","21,21837","5,742","21,23","29,82855","21,21873","5,895","21,23","29,89849","21,2185","5,722","21,23","29,7904","21,21857","5,781"
"21,24","20,07961","21,22857","3,36","21,24","20,67725","21,22857","3,491","21,24","36,59884","21,22847","0,184","21,24","28,16916","21,2285","5,995","21,24","30,09717","21,2285","5,744","21,24","29,83252","21,22863","5,898","21,24","29,90961","21,2287","5,724","21,24","29,81106","21,22877","5,783"
"21,25","20,09312","21,23877","3,362","21,25","20,68996","21,2386","3,493","21,25","36,61871","21,2386","0,184","21,25","28,18346","21,23823","5,998","21,25","30,09955","21,23867","5,747","21,25","29,83967","21,23833","5,901","21,25","29,91597","21,2386","5,727","21,25","29,83332","21,23873","5,786"
"21,26","20,09789","21,2487","3,363","21,26","20,70109","21,2484","3,494","21,26","36,63937","21,24863","0,184","21,26","28,18743","21,24803","6,001","21,26","30,11068","21,24867","5,75","21,26","29,84365","21,24807","5,904","21,26","29,92233","21,24827","5,729","21,26","29,84444","21,2484","5,789001"
"21,27","20,09789","21,2584","3,365","21,27","20,71222","21,25817","3,496","21,27","36,6505","21,25833","0,185","21,27","28,18584","21,25797","6,003","21,27","30,12737","21,25837","5,753","21,27","29,84365","21,25793","5,906","21,27","29,9271","21,25797","5,732","21,27","29,84365","21,25803","5,791"
